香港,#genre#
MBC드라마넷,http://206.119.163.196/群号587372902.php?id=2349
MBC Every1,http://206.119.163.196/群号587372902.php?id=2350
I.NET,http://206.119.163.196/群号587372902.php?id=2351
SkySports,http://206.119.163.196/群号587372902.php?id=2352
KBSN Sports,http://206.119.163.196/群号587372902.php?id=2353
SBS Sports,http://206.119.163.196/群号587372902.php?id=2354
SBS Sports,http://206.119.163.196/群号587372902.php?id=487
FTV,http://206.119.163.196/群号587372902.php?id=2355
바둑TV,http://206.119.163.196/群号587372902.php?id=2356
OCN Thrills,http://206.119.163.196/群号587372902.php?id=2357
NGC Korea,http://206.119.163.196/群号587372902.php?id=2358
Discovery,http://206.119.163.196/群号587372902.php?id=2359
투니버스Tooniverse 39,http://206.119.163.196/群号587372902.php?id=2360
연변위성,http://206.119.163.196/群号587372902.php?id=2361
TVN,http://206.119.163.196/群号587372902.php?id=295
연합뉴스TV,http://206.119.163.196/群号587372902.php?id=1039
KBS KOREA,http://206.119.163.196/群号587372902.php?id=1040
YTN,http://206.119.163.196/群号587372902.php?id=1061
KBS1,http://206.119.163.196/群号587372902.php?id=174
KBS2,http://206.119.163.196/群号587372902.php?id=250
MBC,http://206.119.163.196/群号587372902.php?id=251
SBS,http://206.119.163.196/群号587372902.php?id=252
MBN,http://206.119.163.196/群号587372902.php?id=257
KBS24,http://206.119.163.196/群号587372902.php?id=260
KBS WORLD,http://206.119.163.196/群号587372902.php?id=1100
Channel A,http://206.119.163.196/群号587372902.php?id=258
KBSNLife,http://206.119.163.196/群号587372902.php?id=263
KBSKids,http://206.119.163.196/群号587372902.php?id=1582
MBC스포츠,http://206.119.163.196/群号587372902.php?id=265
JTBC골프,http://206.119.163.196/群号587372902.php?id=268
JTBC,http://206.119.163.196/群号587372902.php?id=253
KBS joy,http://206.119.163.196/群号587372902.php?id=1154
OCN,http://206.119.163.196/群号587372902.php?id=488
iNet,http://206.119.163.196/群号587372902.php?id=490
CTS,http://206.119.163.196/群号587372902.php?id=491
Spotv,http://206.119.163.196/群号587372902.php?id=266
Spotv2,http://206.119.163.196/群号587372902.php?id=267
THE K-POP,http://206.119.163.196/群号587372902.php?id=493
SBS골프,http://206.119.163.196/群号587372902.php?id=486
한국경제,http://206.119.163.196/群号587372902.php?id=1064
매일경제TV,http://206.119.163.196/群号587372902.php?id=1065
YTN dmb,http://206.119.163.196/群号587372902.php?id=492
YTN 사이언스,http://206.119.163.196/群号587372902.php?id=1605
OCNMOVIES,http://206.119.163.196/群号587372902.php?id=1020
TV CHOSUN,http://206.119.163.196/群号587372902.php?id=2333
KBS Story,http://206.119.163.196/群号587372902.php?id=489
Mnet,http://206.119.163.196/群号587372902.php?id=1136
MBCevery1,http://206.119.163.196/群号587372902.php?id=476
Tconvers,http://206.119.163.196/群号587372902.php?id=1134
KBS Drama,http://206.119.163.196/群号587372902.php?id=1062
채널A,http://206.119.163.196/群号587372902.php?id=1092
EBS 2,http://206.119.163.196/群号587372902.php?id=1093
EBS Kids,http://206.119.163.196/群号587372902.php?id=1094
EBS English,http://206.119.163.196/群号587372902.php?id=1095
EBS Plus1,http://206.119.163.196/群号587372902.php?id=1096
EBS Plus2,http://206.119.163.196/群号587372902.php?id=1097
EBS1,http://206.119.163.196/群号587372902.php?id=1098
KBC,http://206.119.163.196/群号587372902.php?id=1307
MTN,http://206.119.163.196/群号587372902.php?id=1504
토마토TV,http://206.119.163.196/群号587372902.php?id=1544
이데일리TV,http://206.119.163.196/群号587372902.php?id=1554
日本,#genre#
JapaNews24,http://206.119.163.196/群号587372902.php?id=425
JapaNews24,http://206.119.163.196/群号587372902.php?id=1043
日テレニュース24,http://206.119.163.196/群号587372902.php?id=292
フジone,http://206.119.163.196/群号587372902.php?id=2300
フジ two,http://206.119.163.196/群号587372902.php?id=2301
日テレG+,http://206.119.163.196/群号587372902.php?id=2298
NHK綜合,http://206.119.163.196/群号587372902.php?id=121
NHK Eテレ,http://206.119.163.196/群号587372902.php?id=120
NHK BS1,http://206.119.163.196/群号587372902.php?id=239
NHK World,http://206.119.163.196/群号587372902.php?id=117
テレ朝チャンネル1,http://206.119.163.196/群号587372902.php?id=2271
テレ朝チャンネル2,http://206.119.163.196/群号587372902.php?id=2344
日テレジータス,http://206.119.163.196/群号587372902.php?id=2343
読売テレビ,http://206.119.163.196/群号587372902.php?id=198
関西テレビ,http://206.119.163.196/群号587372902.php?id=235
BS日テレ,http://206.119.163.196/群号587372902.php?id=240
BS朝日,http://206.119.163.196/群号587372902.php?id=241
BS-TBS,http://206.119.163.196/群号587372902.php?id=242
BSテレビ東京,http://206.119.163.196/群号587372902.php?id=243
BSフジ,http://206.119.163.196/群号587372902.php?id=244
旅チャンネル,http://206.119.163.196/群号587372902.php?id=2304
サンテレビ,http://206.119.163.196/群号587372902.php?id=238
TOKYO MX 1,http://206.119.163.196/群号587372902.php?id=2204
TOKYO MX 2,http://206.119.163.196/群号587372902.php?id=2205
朝日放送テレビ,http://206.119.163.196/群号587372902.php?id=237
時代劇専門チャンネル,http://206.119.163.196/群号587372902.php?id=287
TV Tokyo,http://206.119.163.196/群号587372902.php?id=123
J SPORTS 1,http://206.119.163.196/群号587372902.php?id=129
J SPORTS 3,http://206.119.163.196/群号587372902.php?id=131
J SPORTS 2,http://206.119.163.196/群号587372902.php?id=130
J SPORTS 4,http://206.119.163.196/群号587372902.php?id=132
ABC朝日,http://206.119.163.196/群号587372902.php?id=127
FU JI,http://206.119.163.196/群号587372902.php?id=122
テレビ東京,http://206.119.163.196/群号587372902.php?id=2202
フジテレビ,http://206.119.163.196/群号587372902.php?id=2203
テレビ朝日,http://206.119.163.196/群号587372902.php?id=125
大阪TV,http://206.119.163.196/群号587372902.php?id=126
WOWOWプライム,http://206.119.163.196/群号587372902.php?id=133
WOWOWライブ,http://206.119.163.196/群号587372902.php?id=134
WOWOWシネマ,http://206.119.163.196/群号587372902.php?id=135
スターチャンネル1,http://206.119.163.196/群号587372902.php?id=136
スターチャンネル2,http://206.119.163.196/群号587372902.php?id=137
スターチャンネル3,http://206.119.163.196/群号587372902.php?id=138
日本テレビ,http://206.119.163.196/群号587372902.php?id=119
毎日放送,http://206.119.163.196/群号587372902.php?id=199
ゴルフネットワーク,http://206.119.163.196/群号587372902.php?id=249
HTB北海道,http://206.119.163.196/群号587372902.php?id=39
GAORA SPORTS,http://206.119.163.196/群号587372902.php?id=296
TBS,http://206.119.163.196/群号587372902.php?id=124
TBS,http://206.119.163.196/群号587372902.php?id=2201
アニマックス,http://206.119.163.196/群号587372902.php?id=139
グリーンチャンネル,http://206.119.163.196/群号587372902.php?id=140
キッズステーション,http://206.119.163.196/群号587372902.php?id=289
ファミリ一劇場,http://206.119.163.196/群号587372902.php?id=298
KBC NEWS24,http://206.119.163.196/群号587372902.php?id=297
カートゥーンネットワーク,http://206.119.163.196/群号587372902.php?id=1296
MUSIC ON! TV,http://206.119.163.196/群号587372902.php?id=288
BSスカパー,http://206.119.163.196/群号587372902.php?id=2218
BS日本映画専門Ch,http://206.119.163.196/群号587372902.php?id=2219
ディスカバリーチャンネル,http://206.119.163.196/群号587372902.php?id=290
衛星劇場,http://206.119.163.196/群号587372902.php?id=2345
马来,#genre#
ASTRO RIA HD,http://206.119.163.196/群号587372902.php?id=1844
ASTRO PRIMA HD,http://206.119.163.196/群号587372902.php?id=1845
ASTRO OASIS HD,http://206.119.163.196/群号587372902.php?id=1846
ASTRO WARNA HD,http://206.119.163.196/群号587372902.php?id=1847
ASTRO NAURA,http://206.119.163.196/群号587372902.php?id=1848
TV ALHIJRAH,http://206.119.163.196/群号587372902.php?id=1849
GO SHOP RUUMA,http://206.119.163.196/群号587372902.php?id=1850
GO SHOP GAAYA,http://206.119.163.196/群号587372902.php?id=1851
SUN MUSIC,http://206.119.163.196/群号587372902.php?id=1852
CHUTTI TV,http://206.119.163.196/群号587372902.php?id=1853
ADITHYA,http://206.119.163.196/群号587372902.php?id=1854
ZEE Tamil HD,http://206.119.163.196/群号587372902.php?id=1855
VINMEEN HD,http://206.119.163.196/群号587372902.php?id=1856
STAR VIJAY HD,http://206.119.163.196/群号587372902.php?id=1857
COLORS TAMIL,http://206.119.163.196/群号587372902.php?id=1858
SUN TV HD,http://206.119.163.196/群号587372902.php?id=1859
BOLLYONE HD,http://206.119.163.196/群号587372902.php?id=1860
愛奇藝 HD,http://206.119.163.196/群号587372902.php?id=1861
GO SHOP 2,http://206.119.163.196/群号587372902.php?id=1862
小太陽 HD,http://206.119.163.196/群号587372902.php?id=1863
AEC HD,http://206.119.163.196/群号587372902.php?id=1864
雙星 HD,http://206.119.163.196/群号587372902.php?id=1865
全佳 HD,http://206.119.163.196/群号587372902.php?id=1866
CELESTIAL HD,http://206.119.163.196/群号587372902.php?id=1867
TVB JADE,http://206.119.163.196/群号587372902.php?id=1868
AOD 351 HD,http://206.119.163.196/群号587372902.php?id=1869
CTI ASIA,http://206.119.163.196/群号587372902.php?id=1870
TVB E-NEWS,http://206.119.163.196/群号587372902.php?id=1871
TVB 星河HD,http://206.119.163.196/群号587372902.php?id=1872
TVBS ASIA HD,http://206.119.163.196/群号587372902.php?id=1873
CCM,http://206.119.163.196/群号587372902.php?id=1874
CCM,http://206.119.163.196/群号587372902.php?id=1438
HUA HEE DAI HD,http://206.119.163.196/群号587372902.php?id=1875
CCTV4 HD,http://206.119.163.196/群号587372902.php?id=1876
AOD 352 HD,http://206.119.163.196/群号587372902.php?id=1877
AOD 353 HD,http://206.119.163.196/群号587372902.php?id=1878
AOD 354 HD,http://206.119.163.196/群号587372902.php?id=1879
AOD 355 HD,http://206.119.163.196/群号587372902.php?id=1880
KBS World HD,http://206.119.163.196/群号587372902.php?id=1881
KBS World HD,http://206.119.163.196/群号587372902.php?id=2121
ONE HD,http://206.119.163.196/群号587372902.php?id=1882
Oh!K HD,http://206.119.163.196/群号587372902.php?id=1883
tvN HD,http://206.119.163.196/群号587372902.php?id=1884
HITS MOVIES HD,http://206.119.163.196/群号587372902.php?id=1885
HBO HD,http://206.119.163.196/群号587372902.php?id=1886
HBO HD,http://206.119.163.196/群号587372902.php?id=2019
CINEMAX HD,http://206.119.163.196/群号587372902.php?id=1887
tvN Movies,http://206.119.163.196/群号587372902.php?id=1888
ASTRO AWANI,http://206.119.163.196/群号587372902.php?id=1889
BNC,http://206.119.163.196/群号587372902.php?id=1890
BNC,http://206.119.163.196/群号587372902.php?id=1045
CGTN,http://206.119.163.196/群号587372902.php?id=1891
CNN HD,http://206.119.163.196/群号587372902.php?id=1892
BBC News HD,http://206.119.163.196/群号587372902.php?id=1893
AL JAZEERA HD,http://206.119.163.196/群号587372902.php?id=1894
SKY NEWS HD,http://206.119.163.196/群号587372902.php?id=1895
CNA HD,http://206.119.163.196/群号587372902.php?id=1896
CNBC,http://206.119.163.196/群号587372902.php?id=1897
BLOOMBERG TV,http://206.119.163.196/群号587372902.php?id=1898
ABC AUSTRALIA,http://206.119.163.196/群号587372902.php?id=1899
NGW HD,http://206.119.163.196/群号587372902.php?id=1900
NAT GEO HD,http://206.119.163.196/群号587372902.php?id=1901
DISCOVERY HD,http://206.119.163.196/群号587372902.php?id=1902
DISCOVERY ASIA,http://206.119.163.196/群号587372902.php?id=1903
DISC SCI HD,http://206.119.163.196/群号587372902.php?id=1904
HISTORY HD,http://206.119.163.196/群号587372902.php?id=1905
ANIMAL PLANET HD,http://206.119.163.196/群号587372902.php?id=1906
TUTOR TV UPSR,http://206.119.163.196/群号587372902.php?id=1907
TUTOR TV PT3,http://206.119.163.196/群号587372902.php?id=1908
TUTOR TV SPM,http://206.119.163.196/群号587372902.php?id=1909
TVIQ,http://206.119.163.196/群号587372902.php?id=1910
ASTRO CERIA HD,http://206.119.163.196/群号587372902.php?id=1911
DISNEY XD HD,http://206.119.163.196/群号587372902.php?id=1912
DISNEY JUNIOR,http://206.119.163.196/群号587372902.php?id=1913
DISNEY CHANNEL HD,http://206.119.163.196/群号587372902.php?id=1914
CARTOON NTWK HD,http://206.119.163.196/群号587372902.php?id=1915
NICKELODEON HD,http://206.119.163.196/群号587372902.php?id=1916
NICK JR,http://206.119.163.196/群号587372902.php?id=1917
AXN HD,http://206.119.163.196/群号587372902.php?id=1918
ASTRO HELLO,http://206.119.163.196/群号587372902.php?id=1919
KIX HD,http://206.119.163.196/群号587372902.php?id=1920
KIX HD,http://206.119.163.196/群号587372902.php?id=2013
HITS HD,http://206.119.163.196/群号587372902.php?id=1921
TLC HD,http://206.119.163.196/群号587372902.php?id=1922
FOOD NTWK HD,http://206.119.163.196/群号587372902.php?id=1923
AFN HD,http://206.119.163.196/群号587372902.php?id=1924
AFN HD,http://206.119.163.196/群号587372902.php?id=2108
NATGEO PEOPLE,http://206.119.163.196/群号587372902.php?id=1925
WARNER TV,http://206.119.163.196/群号587372902.php?id=1926
C&I HD,http://206.119.163.196/群号587372902.php?id=1927
HGTV HD,http://206.119.163.196/群号587372902.php?id=1928
DMAX HD,http://206.119.163.196/群号587372902.php?id=1929
MTV,http://206.119.163.196/群号587372902.php?id=1931
ANIMAX,http://206.119.163.196/群号587372902.php?id=1932
eGG Network,http://206.119.163.196/群号587372902.php?id=1933
ASTRO ARENA HD,http://206.119.163.196/群号587372902.php?id=1934
COLORS HD,http://206.119.163.196/群号587372902.php?id=1935
VAANAVIL,http://206.119.163.196/群号587372902.php?id=1936
FOX SPORTS HD,http://206.119.163.196/群号587372902.php?id=1937
FOX SPORTS 2 HD,http://206.119.163.196/群号587372902.php?id=1938
FOX SPORTS 3 HD,http://206.119.163.196/群号587372902.php?id=1939
beIN SPORTS,http://206.119.163.196/群号587372902.php?id=1940
bEIN MAX,http://206.119.163.196/群号587372902.php?id=1941
EUROSPORT HD,http://206.119.163.196/群号587372902.php?id=1942
WWE NETWORK,http://206.119.163.196/群号587372902.php?id=1943
GOLF CHANNEL HD,http://206.119.163.196/群号587372902.php?id=1944
ASTRO RUGBY PASS TV,http://206.119.163.196/群号587372902.php?id=1945
ASTRO CRICKET,http://206.119.163.196/群号587372902.php?id=1946
KPLUS HD,http://206.119.163.196/群号587372902.php?id=1948
DW HD,http://206.119.163.196/群号587372902.php?id=1949
FRANCE24 HD,http://206.119.163.196/群号587372902.php?id=1950
FOX Action Movies,http://206.119.163.196/群号587372902.php?id=1951
FOX HD,http://206.119.163.196/群号587372902.php?id=1952
FOX HD,http://206.119.163.196/群号587372902.php?id=2016
FOX Family Movies,http://206.119.163.196/群号587372902.php?id=1953
TV1,http://206.119.163.196/群号587372902.php?id=1954
TV2,http://206.119.163.196/群号587372902.php?id=1955
BBC Lifestyle,http://206.119.163.196/群号587372902.php?id=1958
Blue Ant Entertainment,http://206.119.163.196/群号587372902.php?id=1959
Blue Ant Extreme,http://206.119.163.196/群号587372902.php?id=1960
Boomerang HD,http://206.119.163.196/群号587372902.php?id=1961
Colors Cineplex,http://206.119.163.196/群号587372902.php?id=1963
Dreamworks HD,http://206.119.163.196/群号587372902.php?id=1964
FOX Life HD,http://206.119.163.196/群号587372902.php?id=1965
FOX Life HD,http://206.119.163.196/群号587372902.php?id=2015
FOX Movies HD,http://206.119.163.196/群号587372902.php?id=1966
FOX Movies HD,http://206.119.163.196/群号587372902.php?id=2017
Jaya Max,http://206.119.163.196/群号587372902.php?id=1967
MTV Asia,http://206.119.163.196/群号587372902.php?id=1968
Paramount Channel,http://206.119.163.196/群号587372902.php?id=1970
Sony SAB,http://206.119.163.196/群号587372902.php?id=1971
Sony SetMAX,http://206.119.163.196/群号587372902.php?id=1972
Sony TV,http://206.119.163.196/群号587372902.php?id=1973
Astro Rania HD,http://206.119.163.196/群号587372902.php?id=1975
Astro Aura HD,http://206.119.163.196/群号587372902.php?id=1976
NET TV,http://206.119.163.196/群号587372902.php?id=1978
ANTV,http://206.119.163.196/群号587372902.php?id=1979
SCTV,http://206.119.163.196/群号587372902.php?id=1980
Trans TV,http://206.119.163.196/群号587372902.php?id=1981
Trans 7,http://206.119.163.196/群号587372902.php?id=1982
Rajawali TV,http://206.119.163.196/群号587372902.php?id=1983
NET TV FHD,http://206.119.163.196/群号587372902.php?id=1984
SCTV HD,http://206.119.163.196/群号587372902.php?id=1990
U Channel,http://206.119.163.196/群号587372902.php?id=1991
Indosiar,http://206.119.163.196/群号587372902.php?id=1995
Hope Channel,http://206.119.163.196/群号587372902.php?id=1999
Antara TV,http://206.119.163.196/群号587372902.php?id=2000
TV ONE,http://206.119.163.196/群号587372902.php?id=2001
Kompas TV,http://206.119.163.196/群号587372902.php?id=2002
TVRI,http://206.119.163.196/群号587372902.php?id=2003
CNN Indonesia,http://206.119.163.196/群号587372902.php?id=2004
Metro TV,http://206.119.163.196/群号587372902.php?id=2005
Berita Satu News,http://206.119.163.196/群号587372902.php?id=2006
CNBC Indonesia,http://206.119.163.196/群号587372902.php?id=2007
Thrill,http://206.119.163.196/群号587372902.php?id=2010
Celestial Movies,http://206.119.163.196/群号587372902.php?id=2011
AXN,http://206.119.163.196/群号587372902.php?id=2014
AXN,http://206.119.163.196/群号587372902.php?id=1044
FOX Action Movies HD,http://206.119.163.196/群号587372902.php?id=2018
HBO Hits HD,http://206.119.163.196/群号587372902.php?id=2021
HBO Family HD,http://206.119.163.196/群号587372902.php?id=2022
Star Chinese Movies HD,http://206.119.163.196/群号587372902.php?id=2025
Blue Ant Extreme HD,http://206.119.163.196/群号587372902.php?id=2026
LifeTime HD,http://206.119.163.196/群号587372902.php?id=2027
Bioskop Indonesia,http://206.119.163.196/群号587372902.php?id=2029
Warner TV ID HD,http://206.119.163.196/群号587372902.php?id=2036
Star Chinese Movies Legend,http://206.119.163.196/群号587372902.php?id=2037
Cinemax ID,http://206.119.163.196/群号587372902.php?id=2039
HBO Hits FHD,http://206.119.163.196/群号587372902.php?id=2042
FOX Family Movies ID,http://206.119.163.196/群号587372902.php?id=2043
HBO Signature SD,http://206.119.163.196/群号587372902.php?id=2046
HBO Family SD,http://206.119.163.196/群号587372902.php?id=2047
FLIK HD,http://206.119.163.196/群号587372902.php?id=2049
Galaxy Premium SD,http://206.119.163.196/群号587372902.php?id=2050
Galaxy SD,http://206.119.163.196/群号587372902.php?id=2051
ATV,http://206.119.163.196/群号587372902.php?id=2052
HBO Family FHD,http://206.119.163.196/群号587372902.php?id=2053
Nat Geo HD,http://206.119.163.196/群号587372902.php?id=2056
Nat Geo Wild HD,http://206.119.163.196/群号587372902.php?id=2057
Discovery Channel HD,http://206.119.163.196/群号587372902.php?id=2058
Nat Geo People HD,http://206.119.163.196/群号587372902.php?id=2063
History HD,http://206.119.163.196/群号587372902.php?id=2064
History FHD,http://206.119.163.196/群号587372902.php?id=2066
Lingua Channel,http://206.119.163.196/群号587372902.php?id=2067
Da Vinci Learning,http://206.119.163.196/群号587372902.php?id=2069
TV Edukasi,http://206.119.163.196/群号587372902.php?id=2071
Aniplus,http://206.119.163.196/群号587372902.php?id=2073
Animax,http://206.119.163.196/群号587372902.php?id=2074
Disney Junior,http://206.119.163.196/群号587372902.php?id=2076
Boomerang ID,http://206.119.163.196/群号587372902.php?id=2078
Nick Jr ID,http://206.119.163.196/群号587372902.php?id=2080
Cartoon Network ID HD,http://206.119.163.196/群号587372902.php?id=2081
Nickelodeon ID,http://206.119.163.196/群号587372902.php?id=2083
Baby First,http://206.119.163.196/群号587372902.php?id=2085
My Kidz,http://206.119.163.196/群号587372902.php?id=2086
Disney Channel ID,http://206.119.163.196/群号587372902.php?id=2088
Horee,http://206.119.163.196/群号587372902.php?id=2090
Dream Works HD,http://206.119.163.196/群号587372902.php?id=2091
CBeebies,http://206.119.163.196/群号587372902.php?id=2093
Fox Sports 1 HD,http://206.119.163.196/群号587372902.php?id=2094
Fox Sports 3 HD,http://206.119.163.196/群号587372902.php?id=2095
Fox Sports 2 HD,http://206.119.163.196/群号587372902.php?id=2096
BeIN Sport 1 ID,http://206.119.163.196/群号587372902.php?id=2097
BeIN Sport 2 ID,http://206.119.163.196/群号587372902.php?id=2098
Fashion TV,http://206.119.163.196/群号587372902.php?id=2104
HGTV,http://206.119.163.196/群号587372902.php?id=2106
Waku Waku Japan HD,http://206.119.163.196/群号587372902.php?id=2107
Citra Drama,http://206.119.163.196/群号587372902.php?id=2109
Blue Ant Entertainment HD,http://206.119.163.196/群号587372902.php?id=2111
Insert,http://206.119.163.196/群号587372902.php?id=2112
Eat & Go,http://206.119.163.196/群号587372902.php?id=2113
K Plus,http://206.119.163.196/群号587372902.php?id=2116
Sony ONE,http://206.119.163.196/群号587372902.php?id=2117
TVN ID,http://206.119.163.196/群号587372902.php?id=2118
S GEM HD,http://206.119.163.196/群号587372902.php?id=2119
tVN Movies HD,http://206.119.163.196/群号587372902.php?id=2120
Channel V HD,http://206.119.163.196/群号587372902.php?id=2123
Prambors TV,http://206.119.163.196/群号587372902.php?id=2124
ONE African TV,http://206.119.163.196/群号587372902.php?id=2125
Citra Dangdut,http://206.119.163.196/群号587372902.php?id=2126
MTV LIVE HD,http://206.119.163.196/群号587372902.php?id=2127
Makkah TV,http://206.119.163.196/群号587372902.php?id=2129
Madina TV,http://206.119.163.196/群号587372902.php?id=2131
TV Mu,http://206.119.163.196/群号587372902.php?id=2132
France 24,http://206.119.163.196/群号587372902.php?id=2137
CNN Int,http://206.119.163.196/群号587372902.php?id=2140
CGTN News,http://206.119.163.196/群号587372902.php?id=2141
Fight Sports,http://206.119.163.196/群号587372902.php?id=2147
NBA TV HD,http://206.119.163.196/群号587372902.php?id=2149
BOO,http://206.119.163.196/群号587372902.php?id=1437
Citra,http://206.119.163.196/群号587372902.php?id=1440
KIX,http://206.119.163.196/群号587372902.php?id=1446
PRIMA,http://206.119.163.196/群号587372902.php?id=1448
SCM,http://206.119.163.196/群号587372902.php?id=1450
sony_one,http://206.119.163.196/群号587372902.php?id=1451
TV8,http://206.119.163.196/群号587372902.php?id=1455
Channel8,http://206.119.163.196/群号587372902.php?id=142
Channel5,http://206.119.163.196/群号587372902.php?id=141
ASSP1_HD,http://206.119.163.196/群号587372902.php?id=1070
ASSP2_HD,http://206.119.163.196/群号587372902.php?id=1071
ASSP3_HD,http://206.119.163.196/群号587372902.php?id=1072
ASSP4_HD,http://206.119.163.196/群号587372902.php?id=1074
AFN,http://206.119.163.196/群号587372902.php?id=195
Channel U,http://206.119.163.196/群号587372902.php?id=1077
Vasantham,http://206.119.163.196/群号587372902.php?id=1078
TVB星河,http://206.119.163.196/群号587372902.php?id=1079
TVB經典,http://206.119.163.196/群号587372902.php?id=1083
TVB Jade,http://206.119.163.196/群号587372902.php?id=1084
衛視中文台,http://206.119.163.196/群号587372902.php?id=2365
Suria,http://206.119.163.196/群号587372902.php?id=1076
OKEY,http://206.119.163.196/群号587372902.php?id=1075
