
更多免费直播源，关注微信群lfy4482暗号”加群”
灣灣頻道,#genre#
CINEMAX,https://liveorigin01.hbogoasia.com:8443/origin/live/main/MAX/index.m3u8
CINEMAX,https://liveorigin01.hbogoasia.com:8443/origin/live/main/MAX/index.m3u8
靖天電影,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twjtdy
靖天電影,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twjtdy
美亞高清電影台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twmydy
美亞高清電影台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twmydy
龍華電影台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twlhdy
龍華電影台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twlhdy&vt=
電影5_鬥魚,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=
電影6_鬥魚,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
電影8_鬥魚,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
電影14_鬥魚,http://dyscdnali1.douyucdn.cn/live/3637765rrt97QwBF.flv?uuid=
電影16_鬥魚,http://dyscdnali1.douyucdn.cn/live/3637726rQLDdfto7.flv?uuid=
電影18_鬥魚,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
電影21_鬥魚,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
電影44_鬥魚,http://dyscdnali1.douyucdn.cn/live/2935323rnTpNsu74.flv?uuid=
武林外傳,http://121.51.249.53/tx.hls.huya.com/src/1423782087-1423782087-6115097500295626752-2847687630-10057-A-0-1-imgplus.m3u8
更多免费直播源，关注微信群lfy4482暗号”加群”
音樂頻道,#genre#
KPOP,https://git.io/JgYAE
K-POPLIVESTREAMING,https://git.io/JgP6P
SexyK-Pop,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
2021華語流行歌曲,https://git.io/JgYR5
網路流行音樂電台,https://git.io/JgkA6
日文動漫音樂電台,https://git.io/JgkA1
西洋流行音樂電台,https://git.io/JgkAy
FM96.3Radio,http://playerservices.streamtheworld.com/api/livestream-redirect/HAO_963AAC.m3u8
FM 107.7 Radio,https://raw.githubusercontent.com/StanleyChen0924/Myself/YTlive/FM107.m3u8
kroneHit,https://bitcdn-kronehit.bitmovin.com/v2/hls/.m3u8
MTV,http://sytv.xtvants.fun/mytv.php?id=mtv&token=free&user=free
MTVYo!,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8
MTVBiggestPop,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
MTVBlockParty,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8
MTVSpankin'New,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS07/master.m3u8
MTVWMA,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS08/master.m3u8新歌速遞,rtmp://tx.rtmp.huya.com:1935/huyalive/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1
音樂石榴,http://121.12.115.156/tx.hls.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.m3u8
岭南戲曲,http://szlive.grtn.cn/lnxq/sd/live.m3u8

🇰🇷韓國頻道,#genre#

ONE,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
ONE,http://43.128.9.168/jjtv.php?id=33
tvN,rtmp://61.216.43.210/channel/60b4e50239e1b02e8b910d1c?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpltIRIpDCasXRmMBqc%2FFlKmtshZwUrPqTRDzmRUL3HQxp
tvN,http://210.210.155.35:80/session/01bdbc8e-a40f-11eb-8209-c81f66f89318/dr9445/h/h20/01.m3u8
tvN,http://playlist.urfan.web.id/dr9445/h/h20/01.m3u8
tvN,http://playlist.urfan.web.id/dr9445/h/h20/02.m3u8
tvN,http://50.7.161.82:8278/streams/d/TVN/playlist.m3u8
tvN,tvbus://5mQX2AnAV1rwQnqHabgh8odF6QhCieFaumRLyjLVy8b2z8zNpkVMtgoXXAa
tvN,p5p://fccs.123178.top:9906/60440983000c3b9b09b7f844459e12ab.ts
tvNMOVIES,rtmp://104.149.191.182/channel/6162d733295d84395bb00220?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpltIRIpDCasXRmMBqc%2FFlKmtshZwUrPqTRDzmRUL3HQxp
tvNMOVIES,http://playlist.urfan.web.id/dr9445/h/h21/01.m3u8
tvNMOVIES,http://playlist.urfan.web.id/dr9445/h/h21/02.m3u8
KPOP,https://git.io/JgYAE
SexyK-Pop,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
韓國女團,http://tx2play1.douyucdn.cn/live/17732rtara.flv
韓國娛樂台KMTV,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
韓國娛樂台KMTV,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
韓國阿里郎,http://125.227.210.55:8933/VideoInput/play.ts
韓國阿里郎,http://125.227.210.37:8933/VideoInput/play.ts
韓國娛樂台KMTV,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
韓國阿里郎,http://125.227.210.55:8933/VideoInput/play.ts
韓國阿里郎,http://125.227.210.37:8933/VideoInput/play.ts
Arirang[1920*1080],http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
Arirang[1920*1080],http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8
Arirang[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
BBSBuddhistBroadcasting[1920*1080],http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
KBC광주방송(SBS光州)[1920*1080],http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
YTN[1920*1080],http://slive.ytn.co.kr/ytn/_definst_/ytn_stream_20190306/playlist.m3u8
가요TV[1920*1080],http://gayotv.net:1935/live/gayotv/playlist.m3u8
국악방송[1920*1080],http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
춘천MBC(MBCChuncheon)[1920*1080],https://5c74939c891dc.streamlock.net/live/TV/playlist.m3u8
가요TV[1920*1080][1920*1080],http://gayotv.net:1935/live/gayotv/playlist.m3u8
KBC광주방송(SBS光州)[1920*1080][1920*1080],http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
KBSWorld[1920*1080][1920*1080],http://125.227.210.37:8935/VideoInput/play.ts
KBS,http://luotuo.ycchenrong.cn/dl/youku.php?id=8034767
TJB대전방송(SBS大田)[1280*720][1280*720],http://1.245.74.5:1935/live/tv/.m3u8
arirang[1280*720],http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
Arirang[1280*720],http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/chunklist_b1728000_sleng.m3u8
CGNTV[1280*720],http://cgntv-glive.ofsdelivery.net/live/_definst_/cgntv_kr02/chunklist.m3u8
EdailyTV[1280*720],http://edaily.flive.skcdn.com:1935/high/livestream/playlist.m3u8
KCTV광주CH05[1280*720],http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
MaeilBusinessNewspaper[1280*720],rtmp://origin.flive.skcdn.com/mbn-auth1/1000k
MTN[1280*720],http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
NBSKoreaAgriculturalBroadcasting[1280*720],https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
TJB대전방송(SBS大田)[1280*720],http://1.245.74.5:1935/live/tv/.m3u8
대전MBC(MBCDaejeon)[1280*720],https://5c482867a8b63.streamlock.net/live/myStream.sdp/playlist.m3u8
여수MBC(MBCYeosu)[1280*720],https://5c3639aa99149.streamlock.net/live_TV/TV/playlist.m3u8
여수MBC(MBCYeosu)[1280*720][1280*720],https://5c3639aa99149.streamlock.net/live_TV/TV/playlist.m3u8
JasminTV[1280*720][1280*720],http://109.71.162.112:1935/live/hd.jasminchannel.stream/playlist.m3u8
KCTV광주CH05[1280*720][1280*720],http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
선거방송[1280*720][1280*720],http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8
AnimaxHD[1280*720],https://livecdn.fptplay.net/hda3/animaxport_hls.smil/chunklist_b2500000.m3u8
AnimaxHD[1280*720],https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8
KBSWorld[1024*576][1024*576],https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
韓國·TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8#http://tbs.hscdn.com/tbstvweb/tbstv/chunklist_w1331473189.m3u8
韓國·SBSCJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
韓國·SBSStar,https://streaming-a-802.cdn.nextologies.com/SBS_18/live/SBS_18_1500k/chunks.m3u8
韓國·SBSPlus,https://streaming-a-802.cdn.nextologies.com/SBS_Plus/live/SBS_Plus_1500k/chunks.m3u8
韓國·KNNSBS綜藝,http://211.220.195.200:1935/live/mp4:KnnTV.sdp/chunklist_w762151441.m3u8
韓國·KBCSBS綜藝,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
韓國·TJBSBS綜藝,http://1.245.74.5:1935/live/tv/.m3u8
韓國·SBS綜藝頻道,https://streaming-a-802.cdn.nextologies.com/SBS_Live_HD/live/SBS_Live_HD_1500k/chunks.m3u8#http://streaming-a-802.cdn.nextologies.com/SBS_Live_HD/playlist.m3u8
韓國·MBC綜藝頻道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韓國·NBS農業廣播,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
韓國·EBS第一頻道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韓國·EBS第二頻道,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韓國·EBS加一頻道,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韓國·EBS加二頻道,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韓國·日常電視,http://edaily.flive.skcdn.com:1935/high/livestream/playlist.m3u8SBSHD,https://streaming-a-802.cdn.nextologies.com/SBS_Live_HD/live/SBS_Live_HD_1500k/chunks.m3u8
SBSPlus,https://streaming-a-802.cdn.nextologies.com/SBS_Plus/live/SBS_Plus_1500k/playlist.m3u8?checkedby:iptvcat.com
SBSPlus,http://streaming-a-802.cdn.nextologies.com/SBS_Plus/live/SBS_Plus_1500k/chunks.m3u8
SBSPlusHD(SBS플러스),http://140.238.16.178:9876/stream/channelid/1434675793
SBSStar,https://streaming-a-802.cdn.nextologies.com/SBS_18/playlist.m3u8?checkedby:iptvcat.com
SBSfunE,http://140.238.16.178:9876/stream/channelid/2106609578
SBSMTV,http://222.239.213.20:9981/stream/channelid/464614568
JTBC2,http://140.238.16.178:9876/stream/channelid/990220797
KBSWorld,http://36.37.252.114:888/Apple/OneTV-040/playlist.m3u8
韓國EBS兒童頻道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
朝鲜中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韓國阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
LuxuryWorld,http://nano.teleservice.su:8080/hls/luxury.m3u8
韓國KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8
KBS1,http://51.81.66.195:1935/krtv/kbs1_540/playlist.m3u8	
KBS2,http://51.81.66.195:1935/krtv/kbs2_540/playlist.m3u8	
MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8	
KBSWorld,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8	
SBS,http://51.81.66.195:1935/krtv/sbs_540/playlist.m3u8	
SBSInternational,https://streaming-a-802.cdn.nextologies.com/SBS_Live_HD/live/SBS_Live_HD_1500k/chunks.m3u8	
SBSPlusInternational,https://streaming-a-802.cdn.nextologies.com/SBS_Plus/live/SBS_Plus_1500k/chunks.m3u8	
TJBSBS,http://1.245.74.5:1935/live/tv/.m3u8	
SBSStar,https://streaming-a-802.cdn.nextologies.com/SBS_18/live/SBS_18_1500k/chunks.m3u8	
KBSLiveCamDokDo,http://kbs-dokdo.gscdn.com/dokdo_300/definst/dokdo_300.stream/playlist.m3u8	
KBSWorld,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist.m3u8#https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8	
KCTV광주CH05,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8	
阿里郎,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
TJB대전방송(SBS大田),http://1.245.74.5:1935/live/tv/.m3u8
TBS,http://tbs.hscdn.com/tbstvweb/tbstv/chunklist_w1331473189.m3u8
TBC대구(SBS大邱),http://221.157.125.239:1935/live/psike/playlist.m3u8
KBC광주방송(SBS光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
KBSLiveCamDokDo,http://kbs-dokdo.gscdn.com/dokdo_300/definst/dokdo_300.stream/playlist.m3u8
KBSWorld,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist.m3u8
KBSWorld,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
KCTV광주CH05,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
BBS불교방송,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist.m3u8
Korea:arirang1,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8
Korea:arirang3,http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
Arirang(KR)(Opt-2),http://cdn-01.bonus-tv.ru:8080/arirang_edge/index.m3u8
ArirangTV,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
ArirangTVKoreaEN,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
가요TV,http://gayotv.net:1935/live/gayotv/playlist.m3u8
국악방송,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8

🇨🇳央視頻道,#genre#


CCTV1,http://cdnbn2.ynumc.com:8278/cctv1/playlist.m3u8
CCTV2,http://cdnbn2.ynumc.com:8278/cctv2/playlist.m3u8
CCTV3,http://cdnbn2.ynumc.com:8278/cctv3/playlist.m3u8
CCTV4,http://cdnbn2.ynumc.com:8278/cctv4/playlist.m3u8
CCTV5,http://cdnbn2.ynumc.com:8278/cctv5/playlist.m3u8
CCTV5+,http://cdnbn2.ynumc.com:8278/cctv5p/playlist.m3u8
CCTV5+,http://host496323.us.ooqr.com/pltv/gz.php?id=515
CCTV6,http://cdnbn2.ynumc.com:8278/cctv6/playlist.m3u8
CCTV7,http://cdnbn2.ynumc.com:8278/cctv7/playlist.m3u8
CCTV8,http://cdnbn2.ynumc.com:8278/cctv8/playlist.m3u8
CCTV9,http://cdnbn2.ynumc.com:8278/cctv9/playlist.m3u8
CCTV10,http://cdnbn2.ynumc.com:8278/cctv10/playlist.m3u8
CCTV11,http://cdnbn2.ynumc.com:8278/cctv11/playlist.m3u8
CCTV12,http://cdnbn2.ynumc.com:8278/cctv12/playlist.m3u8
CCTV13,http://cdnbn2.ynumc.com:8278/cctv13/playlist.m3u8
CCTV14,http://cdnbn2.ynumc.com:8278/cctv14/playlist.m3u8
CCTV15,http://cdnbn2.ynumc.com:8278/cctv15/playlist.m3u8
CCTV17,http://cdnbn2.ynumc.com:8278/cctv17/playlist.m3u8

CCTV-1综合,http://60.255.49.202/live/CCTV-1H265_4000.m3u8
CCTV-1综合,http://39.135.34.150:8080/000000001000/1000000001000021973/1.m3u8?xtkg
CCTV-1综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV-1综合,http://host496323.us.ooqr.com/pltv/gz.php?id=cctv-1
CCTV-2财经,http://60.255.49.202/live/CCTV-2H265_4000.m3u8
CCTV-2财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV-3综艺,https://p4.weizan.cn/1228393605/270303707572166290/live.m3u8
CCTV-3综艺,http://60.255.49.202/live/CCTV-3H265_4000.m3u8
CCTV-3综艺,http://39.135.34.150:8080/000000001000/1000000001000011218/1.m3u8?xtkg
CCTV-3综艺,http://39.135.32.29:6610/000000001000/1000000001000011218/1.m3u8?
CCTV-3综艺,http://140.207.241.2:8080/live/program/live/cctv3hd/2300000/mnf.m3u8
CCTV-3综艺,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV-3综艺,http://117.169.120.160:8080/live/cctv-3/1.m3u8

CCTV-4中文国际,http://60.255.49.202/live/CCTV-4H265_4000.m3u8
CCTV-4中文国际,http://39.135.34.150:8080/000000001000/1000000002000031664/1.m3u8?xtkg
CCTV-4中文国际,http://117.169.120.160:8080/live/cctv-4/1.m3u8
CCTV-4中文国际,http://39.135.32.29:6610/000000001000/1000000002000031664/1.m3u8?
CCTV-5体育,http://60.255.49.202/live/CCTV-5H265_4000.m3u8
CCTV-5体育,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv5/HD-8000k-1080P-cctv5
CCTV-5体育,http://39.135.34.150:8080/000000001000/1000000001000004794/1.m3u8?xtkg
CCTV-5体育,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV-5体育,http://140.207.241.2:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV-5体育,http://117.169.120.160:8080/live/cctv-5/1.m3u8
CCTV-5体育,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV-5+体育赛事,http://60.255.49.202/live/CCTV-5plusH265_4000.m3u8
CCTV-5+体育赛事,http://39.134.39.39/TVOD/88888888/224/3221226253/index.m3u8
CCTV-5+体育赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV-6电影,http://60.255.49.202/live/CCTV-6H265_4000.m3u8
CCTV-6电影,http://39.135.34.150:8080/000000001000/1000000001000016466/1.m3u8?xtkg
CCTV-6电影,http://140.207.241.2:8080/live/program/live/cctv6hd/2300000/mnf.m3u8
CCTV-6电影,http://39.135.32.29:6610/000000001000/1000000001000016466/1.m3u8?
CCTV-6电影,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV-6电影,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225548/index.m3u8
CCTV-7军事,http://39.135.32.29:6610/000000001000/1000000001000017218/1.m3u8?
CCTV-7军事,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV-7军事,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV-8电视剧,http://60.255.49.202/live/CCTV-8H265_4000.m3u8
CCTV-8电视剧,http://39.135.34.150:8080/000000001000/1000000001000003736/1.m3u8?xtkg
CCTV-8电视剧,http://140.207.241.2:8080/live/program/live/cctv8hd/2300000/mnf.m3u8
CCTV-8电视剧,http://117.169.120.160:8080/live/cctv-8/1.m3u8
CCTV-9记录频道,http://60.255.49.202/live/CCTV-9H265_4000.m3u8
CCTV-9记录频道,http://39.135.34.150:8080/000000001000/1000000001000014583/1.m3u8?xtkg
CCTV-9记录频道,http://117.169.120.160:8080/live/cctv-news/1.m3u8
CCTV-10科教,http://60.255.49.202/live/CCTV-10H265_4000.m3u8
CCTV-10科教,http://39.135.34.150:8080/000000001000/7019587760656900133/1.m3u8?xtkg
CCTV-10科教,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV-10科教,http://117.169.120.160:8080/live/cctv-10/1.m3u8
CCTV-11戏曲,http://60.255.49.202/live/CCTV-11-H265_4000.m3u8
CCTV-11戏曲,http://39.135.34.150:8080/000000001000/1000000002000019789/1.m3u8?xtkg
CCTV-11戏曲,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV-12社会与法,http://60.255.49.202/live/CCTV-12H265_4000.m3u8
CCTV-12社会与法,http://39.135.32.29:6610/000000001000/1000000001000032494/1.m3u8?
CCTV-13新闻,http://39.135.140.104:6610/PLTV/88888888/224/3221225638/2/index.m3u8?fmt=ts2hls
CCTV-13新闻,http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?xtkg
CCTV-13新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13新闻,http://117.169.120.160:8080/live/cctv-13/1.m3u8
CCTV-13新闻,http://39.135.32.29:6610/000000001000/1000000002000021303/1.m3u8?
CCTV-14少儿,http://60.255.49.202/live/CCTV-14H265_4000.m3u8
CCTV-14少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14少儿,http://117.169.120.160:8080/live/cctv-14/1.m3u8
CCTV-15音乐,http://39.135.34.150:8080/000000001000/1000000002000008163/1.m3u8?xtkg
CCTV17-农业农村,http://60.255.49.202/live/CCTV-17_4000.m3u8
CCTV17-农业农村,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv17/HD-8000k-1080P-cctv17
CCTV-1综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
CCTV-2财经,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8
CCTV-3综艺,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV-4中文国际,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8
CCTV-5体育,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV-5+体育赛事,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8
CCTV-6电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV-7国防军事,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8
CCTV-8电视剧,http://39.134.39.39/PLTV/88888888/224/3221226150/index.m3u8
CCTV-9纪录,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8
CCTV-10科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV-11戏曲,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8
CCTV-12社会与法,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8
CCTV-13新闻,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8
CCTV-14少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV-15音乐,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8
CCTV-17农业农村,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8
CCTV-4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4-中文国际欧洲,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-中文国际美洲,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
CGTN,http://39.130.202.115:6610/gitv_live/G_CGTN-HD/G_CGTN-HD.m3u8
CGTN纪录,http://39.130.202.115:6610/gitv_live/G_CGTVJL-HD/G_CGTVJL-HD.m3u8
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN西班牙,http://livees.cgtn.com/500e/prog_index.m3u8

CCTV1,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/cctv1hd/4000000/mnf.m3u8
CCTV1,http://117.136.156.37/PLTV/88888888/224/3221225499/index.m3u8
CCTV1,http://39.134.39.4/PLTV/88888888/224/3221226247/index.m3u8
CCTV2,http://117.136.156.37/PLTV/88888888/224/3221225502/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.134.39.4/PLTV/88888888/224/3221226220/index.m3u8
CCTV3,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV5+,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/cctv5phd/4000000/mnf.m3u8
CCTV5+,http://117.136.156.37/PLTV/88888888/224/3221225512/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.134.39.4/PLTV/88888888/224/3221226253/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.134.39.4/PLTV/88888888/224/3221226146/index.m3u8
CCTV6,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.134.39.4/PLTV/88888888/224/3221226226/index.m3u8
CCTV7,http://117.136.156.37/PLTV/88888888/224/3221225504/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV8,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://39.134.39.4/PLTV/88888888/224/3221226150/index.m3u8
CCTV9,http://117.136.156.37/PLTV/88888888/224/3221225507/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV10,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV10,http://117.136.156.37/PLTV/88888888/224/3221225503/index.m3u8
